%Automatically built ARFF-file
%Feature sets: ['max_sentiment', 'min_sentiment', 'avg_sentiment_no_neutral', 'baseline', 'avg_sentiment_no_neutral_unigrams']
@RELATION sentiment

@ATTRIBUTE avg_sentiment_no_neutral NUMERIC
@ATTRIBUTE avg_sentiment_no_neutral_unigrams NUMERIC
@ATTRIBUTE baseline NUMERIC
@ATTRIBUTE max_sentiment NUMERIC
@ATTRIBUTE min_sentiment NUMERIC
@ATTRIBUTE sentiment {"-", "+"}

@DATA
?,0.6909725,0.534465185185,0.5,0.45833,"+"
?,0.618055,0.540277,0.5,0.5,"+"
0.77778,0.84722,0.541665,0.77778,0.5,"+"
?,0.447224,0.500964444444,0.51389,0.5,"+"
?,0.701385,0.536008148148,0.5,0.5,"+"
0.69444,0.73611,0.554563571429,0.69444,0.5,"+"
?,0.23611,0.448611,0.5,0.48611,"+"
0.66667,0.586112,0.521701875,0.66667,0.5,"+"
?,0.342593333333,0.474075333333,0.5,0.48611,"+"
?,?,0.49132,0.5,0.5,"+"
?,0.6875,0.53125,0.52778,0.5,"+"
0.66667,0.90278,0.542825,0.66667,0.5,"+"
?,0.79167,0.616668,0.5,0.5,"+"
0.83333,0.30556,0.497549411765,0.83333,0.5,"+"
?,0.91667,0.55555625,0.51389,0.5,"+"
0.27778,0.694445,0.515873571429,0.5,0.27778,"+"
?,0.63889,0.515211904762,0.5,0.5,"+"
?,0.5902775,0.513440967742,0.59722,0.5,"+"
0.38889,0.38889,0.493056,0.5,0.38889,"+"
?,0.611112,0.542398421053,0.5,0.5,"+"
?,0.6597225,0.5324075,0.5,0.5,"+"
?,0.601853333333,0.513889411765,0.5,0.5,"-"
0.69444,0.46528,0.4878475,0.69444,0.5,"-"
?,0.725695,0.531362258065,0.5,0.5,"+"
?,0.81944,0.526514545455,0.5,0.41667,"+"
?,0.560186666667,0.512153125,0.5,0.5,"+"
0.69444,0.7118025,0.538995769231,0.69444,0.5,"+"
?,0.555556666667,0.511806,0.5,0.5,"+"
?,0.645835,0.523920555556,0.5,0.5,"+"
0.77778,0.5,0.504273846154,0.77778,0.5,"+"
?,0.75926,0.55719,0.52778,0.5,"+"
0.65278,0.38889,0.507408,0.65278,0.5,"+"
?,0.694446666667,0.5340285,0.5,0.5,"+"
0.63889,0.11111,0.475308888889,0.63889,0.5,"+"
0.69444,0.715275,0.513440967742,0.69444,0.5,"+"
?,0.659725,0.518274736842,0.55556,0.5,"+"
0.77778,0.61111,0.522875882353,0.77778,0.5,"+"
0.65278,0.63889,0.51894,0.65278,0.5,"+"
?,0.53472,0.503787272727,0.5,0.44444,"+"
0.20833,0.619722,0.5325002,0.5,0.20833,"+"
0.66667,0.61111,0.503205128205,0.66667,0.5,"-"
0.36111,0.625,0.516205,0.5,0.36111,"-"
0.16667,0.36111,0.494883684211,0.5,0.16667,"-"
0.94444,?,0.510186,0.94444,0.5,"+"
?,0.6597225,0.541666875,0.59722,0.5,"-"
0.77778,0.5625,0.502313333333,0.77778,0.5,"+"
?,0.4381975,0.509578965517,0.58333,0.5,"+"
?,0.583335,0.520834285714,0.5,0.5,"+"
0.80556,0.685183333333,0.534391428571,0.80556,0.5,"+"
0.75,0.6249975,0.512698285714,0.75,0.5,"+"
0.61111,0.76389,0.541666666667,0.61111,0.5,"+"
?,0.63889,0.504273846154,0.5,0.5,"+"
?,?,0.513888333333,0.5,0.5,"+"
0.875,0.4565975,0.492394285714,0.875,0.5,"+"
0.66667,0.569445,0.514661111111,0.66667,0.5,"+"
0.38889,0.550002,0.510417083333,0.5,0.38889,"+"
0.875,0.791665,0.528549444444,0.875,0.5,"+"
?,0.631945,0.527778235294,0.58333,0.5,"+"
0.93056,0.461805,0.489814666667,0.93056,0.5,"+"
0.75,0.743055,0.55,0.75,0.5,"+"
0.69444,0.88889,0.56389,0.69444,0.5,"+"
0.23611,0.49074,0.487037333333,0.5,0.23611,"+"
?,0.40833,0.518274210526,0.5,0.5,"-"
0.625,0.57639,0.508960967742,0.625,0.5,"+"
?,0.555555,0.512345555556,0.5,0.5,"+"
?,0.4375,0.488425833333,0.5,0.44444,"+"
0.875,0.696428571429,0.549428235294,0.875,0.5,"+"
?,0.743055,0.550596428571,0.55556,0.5,"+"
?,0.5625,0.502314166667,0.5,0.5,"+"
?,0.6076375,0.518518333333,0.5,0.48611,"+"
?,0.67361,0.51918,0.5,0.5,"+"
?,?,0.505116842105,0.5,0.5,"+"
0.72222,0.508334,0.509662608696,0.72222,0.5,"+"
?,0.583333333333,0.510683846154,0.52778,0.5,"+"
0.70833,?,0.498843333333,0.70833,0.5,"+"
?,0.537033333333,0.519006315789,0.5,0.5,"-"
?,0.50347125,0.510510810811,0.5,0.5,"+"
?,0.73611,0.510752903226,0.5,0.5,"+"
?,?,0.506945,0.5,0.5,"+"
?,0.72222,0.54365,0.5,0.5,"+"
?,0.305556666667,0.473545714286,0.55556,0.5,"+"
0.66667,0.66667,0.515432222222,0.66667,0.5,"+"
0.66667,0.375,0.4944445,0.66667,0.5,"+"
0.63889,0.738888,0.544238888889,0.63889,0.5,"+"
0.25,0.5138875,0.515350526316,0.5,0.25,"+"
?,0.6736125,0.532639,0.54167,0.5,"+"
?,0.71528,0.530754285714,0.5,0.5,"+"
?,0.550002,0.518309090909,0.55556,0.55556,"+"
0.25,0.493055,0.5038888,0.5,0.25,"-"
0.16667,0.438888,0.490225925926,0.5,0.16667,"-"
?,0.592595,0.5261124,0.55556,0.5,"+"
0.72222,0.72222,0.532407083333,0.72222,0.5,"+"
0.86111,0.7222225,0.574074166667,0.86111,0.5,"+"
0.79167,0.549073333333,0.520502619048,0.79167,0.5,"+"
?,0.61111,0.505341923077,0.5,0.5,"+"
?,0.63426,0.539141818182,0.52778,0.5,"+"
0.79167,0.47222,0.494883157895,0.79167,0.5,"+"
?,0.68056,0.526516363636,0.5,0.5,"+"
0.86111,0.69907,0.548610714286,0.86111,0.5,"+"
?,0.800926666667,0.546085909091,0.5,0.5,"+"
?,0.79365,0.577107241379,0.5,0.5,"+"
?,0.83333,0.517973529412,0.5,0.5,"+"
0.69444,0.449076666667,0.481482222222,0.69444,0.5,"+"
?,0.77778,0.528704,0.5,0.5,"+"
?,0.34722,0.497685833333,0.5,0.40278,"+"
0.76389,0.539682857143,0.515377142857,0.76389,0.5,"+"
?,0.474538333333,0.496169310345,0.52778,0.51389,"-"
0.61111,0.685186666667,0.537698095238,0.61111,0.5,"+"
0.61111,0.5,0.497806315789,0.61111,0.5,"+"
?,?,0.49479125,0.55556,0.45833,"+"
?,0.555556666667,0.513889230769,0.55556,0.5,"+"
?,?,0.520833,0.5,0.5,"+"
0.80556,0.702778,0.55324125,0.80556,0.5,"+"
?,0.53125,0.502976428571,0.5,0.5,"+"
?,0.63889,0.525794285714,0.5,0.5,"+"
?,0.416666666667,0.491512222222,0.5,0.5,"+"
0.77778,0.91667,0.531046470588,0.77778,0.5,"+"
0.76389,0.66821,0.554012777778,0.76389,0.5,"+"
?,0.75,0.517676363636,0.5,0.5,"+"
0.81944,0.73148,0.527357272727,0.81944,0.5,"+"
?,0.194445,0.460648333333,0.5,0.5,"-"
?,0.72222,0.516666666667,0.5,0.5,"+"
0.66667,0.569443333333,0.513888333333,0.66667,0.5,"+"
?,0.80556,0.515783181818,0.52778,0.5,"+"
0.68056,0.661575,0.5177085,0.68056,0.5,"+"
?,0.54861,0.506436341463,0.5,0.5,"+"
?,0.54028,0.47096,0.5,0.5,"+"
?,0.430555,0.481481666667,0.51389,0.5,"+"
0.625,0.75347,0.573146666667,0.625,0.5,"+"
0.61111,0.65278,0.502136923077,0.61111,0.5,"+"
0.61111,0.739585,0.584490833333,0.61111,0.5,"+"
0.80556,0.71759,0.54427,0.80556,0.5,"+"
0.90278,0.791666666667,0.603394444444,0.90278,0.5,"+"
0.79167,0.5937525,0.510288518519,0.79167,0.5,"+"
0.75,0.555553333333,0.523436875,0.75,0.5,"+"
0.63889,0.734125714286,0.550083939394,0.63889,0.5,"+"
?,0.61111,0.513888333333,0.55556,0.45833,"+"
?,0.564816666667,0.514620526316,0.5,0.5,"+"
0.70833,0.70635,0.58642,0.70833,0.5,"+"
?,0.538195,0.509722,0.5,0.43056,"-"
?,0.38889,0.498457777778,0.5,0.5,"+"
0.36111,0.544444,0.513071764706,0.5,0.36111,"+"
0.94444,0.79167,0.541667142857,0.94444,0.5,"+"
?,0.73148,0.569444,0.5,0.44444,"+"
0.80556,0.77083,0.557538571429,0.80556,0.5,"+"
0.68056,0.90278,0.517094230769,0.68056,0.5,"+"
?,0.61111,0.516202777778,0.5,0.5,"+"
?,0.493055,0.499074,0.5,0.5,"+"
0.66667,0.31944,0.487179230769,0.66667,0.5,"+"
?,?,0.497685,0.55556,0.5,"-"
?,0.819445,0.553418461538,0.5,0.5,"+"
?,?,0.49305625,0.5,0.43056,"-"
?,0.38889,0.489583333333,0.58333,0.5,"-"
?,0.680556666667,0.527243846154,0.5,0.44444,"-"
0.375,0.3888875,0.490143225806,0.5,0.375,"+"
?,0.726853333333,0.523611333333,0.51389,0.5,"-"
?,0.7118075,0.550654117647,0.5,0.48611,"+"
0.65278,0.341665,0.512897142857,0.65278,0.5,"+"
0.875,0.466668,0.490079285714,0.875,0.5,"+"
?,0.743055,0.522817142857,0.5,0.5,"+"
0.66667,0.4583325,0.498457037037,0.66667,0.5,"+"
0.73611,0.63889,0.503654736842,0.73611,0.5,"+"
0.75,0.85185,0.570215555556,0.75,0.5,"+"
0.61111,?,0.489583333333,0.61111,0.5,"+"
?,0.70139,0.540404545455,0.5,0.5,"+"
0.68056,0.74537,0.574494545455,0.68056,0.5,"+"
0.69444,0.671296666667,0.535590625,0.69444,0.5,"+"
?,0.34722,0.494709047619,0.5,0.40278,"-"
0.25,0.28241,0.410715714286,0.5,0.25,"+"
?,0.6875,0.52963,0.5,0.5,"+"
0.90278,0.733336,0.5429696875,0.90278,0.5,"+"
0.61111,0.649305,0.548610833333,0.61111,0.5,"+"
0.68056,0.6423625,0.520833333333,0.68056,0.5,"+"
?,0.726853333333,0.541667222222,0.5,0.5,"+"
?,0.73611,0.527116666667,0.55556,0.5,"+"
0.83333,0.69676,0.559344090909,0.83333,0.5,"+"
0.66667,0.75,0.528845384615,0.66667,0.5,"+"
0.94444,0.697222,0.539186428571,0.94444,0.5,"+"
0.91667,0.79861,0.545752352941,0.91667,0.5,"+"
?,0.439815,0.49479175,0.51389,0.5,"+"
?,0.689813333333,0.505092,0.56944,0.45833,"+"
?,0.534725,0.510803333333,0.5,0.5,"+"
?,0.62963,0.544445,0.51389,0.5,"+"
0.66667,0.416666666667,0.476306470588,0.66667,0.5,"+"
?,0.48611,0.5,0.5,0.5,"+"
?,0.38426,0.489787647059,0.5,0.5,"-"
?,0.52778,0.491899166667,0.5,0.5,"+"
0.60764,0.54861,0.511111,0.63889,0.38889,"+"
0.72222,0.641668,0.519986585366,0.72222,0.5,"+"
0.79167,0.5625,0.505554,0.79167,0.5,"+"
0.625,0.490742,0.501851733333,0.625,0.5,"+"
?,0.520835,0.512626818182,0.5,0.5,"+"
?,0.48611,0.5079375,0.5,0.5,"+"
?,0.736115,0.535256923077,0.5,0.5,"+"
?,0.527776666667,0.520833,0.54167,0.5,"+"
?,0.73611,0.541005714286,0.5,0.5,"+"
?,0.608332,0.540032941176,0.5,0.5,"+"
?,0.75,0.563888,0.56944,0.5,"+"
0.79167,0.768516666667,0.53497962963,0.79167,0.5,"+"
?,?,0.503787727273,0.5,0.5,"-"
?,0.38889,0.494883684211,0.5,0.5,"-"
?,?,0.490741111111,0.5,0.5,"+"
?,?,0.5,0.5,0.5,"-"
0.66667,0.725695,0.561111,0.66667,0.5,"+"
?,0.599536666667,0.535947647059,0.5,0.5,"+"
0.66667,0.659725,0.540124444444,0.66667,0.5,"+"
0.77778,0.500556,0.521198947368,0.77778,0.5,"+"
0.81944,0.7083325,0.561965384615,0.81944,0.5,"+"
0.68056,0.38889,0.489766315789,0.68056,0.5,"+"
?,0.703706666667,0.550000666667,0.5,0.5,"+"
0.72222,0.486113333333,0.489899545455,0.72222,0.5,"+"
?,0.63889,0.517677272727,0.56944,0.5,"+"
0.72222,0.472225,0.496212727273,0.72222,0.5,"+"
?,0.360182666667,0.4208328,0.5,0.5,"+"
0.77778,0.81944,0.538888,0.77778,0.5,"+"
0.34722,0.560186666667,0.510212647059,0.5,0.34722,"+"
?,0.6805575,0.5294448,0.5,0.48611,"+"
0.70833,0.80556,0.531250833333,0.70833,0.5,"+"
0.69444,0.743055,0.5319455,0.69444,0.5,"+"
?,0.38889,0.491453076923,0.59722,0.5,"+"
?,0.57639,0.510802777778,0.5,0.5,"+"
?,0.625002,0.527244230769,0.5,0.5,"+"
?,?,0.50926,0.51389,0.5,"+"
?,0.60648,0.519840714286,0.5,0.44444,"+"
?,0.83333,0.520833125,0.5,0.5,"+"
0.80556,0.60185,0.531481333333,0.80556,0.5,"+"
?,?,0.502525454545,0.5,0.5,"+"
?,0.83333,0.513888571429,0.52778,0.5,"+"
0.94444,0.708333333333,0.547453333333,0.94444,0.5,"+"
0.65278,0.55611,0.5199646875,0.65278,0.5,"+"
0.31944,0.421296666667,0.487037333333,0.5,0.31944,"+"
0.83333,0.7847225,0.5611112,0.83333,0.5,"+"
0.75,0.800923333333,0.537186451613,0.75,0.5,"+"
0.75,0.657406666667,0.526234444444,0.75,0.5,"+"
?,0.5625,0.518382647059,0.5,0.5,"+"
?,0.763885,0.534722222222,0.5,0.5,"+"
0.77778,0.40972,0.497807368421,0.77778,0.5,"+"
0.83333,0.72222,0.534721666667,0.83333,0.5,"+"
0.75,0.511573333333,0.506944615385,0.75,0.5,"+"
?,0.63889,0.51736125,0.5,0.5,"+"
?,0.715275,0.532895263158,0.5,0.5,"+"
0.94444,0.71528,0.532088275862,0.94444,0.5,"+"
0.75,0.81944,0.532408,0.75,0.5,"+"
?,0.675925,0.536375714286,0.5,0.5,"+"
0.72222,0.569443333333,0.523146666667,0.72222,0.5,"+"
0.61111,0.597225,0.519445,0.61111,0.5,"+"
0.61111,0.52,0.521329285714,0.61111,0.5,"+"
0.77778,0.569445,0.513888947368,0.77778,0.5,"+"
0.79167,0.5868075,0.51293137931,0.79167,0.5,"+"
?,0.750003333333,0.547068333333,0.5,0.5,"+"
?,0.605556,0.539352222222,0.5,0.48611,"+"
?,0.65278,0.512077391304,0.59722,0.5,"+"
0.72222,0.666666666667,0.515931470588,0.72222,0.5,"+"
?,0.61111,0.511573333333,0.5,0.5,"+"
?,?,0.51852,0.5,0.5,"+"
?,0.645835,0.513769655172,0.55556,0.5,"+"
?,0.461805,0.492425,0.52778,0.5,"-"
0.36111,0.5659725,0.516461111111,0.5,0.36111,"+"
0.84722,0.622683333333,0.532406666667,0.84722,0.5,"+"
0.95833,0.819446666667,0.57639,0.95833,0.5,"+"
?,0.421296666667,0.484375,0.5,0.48611,"+"
?,0.569445,0.523359545455,0.5,0.48611,"+"
?,0.571758333333,0.51893969697,0.5,0.5,"+"
?,0.541666,0.51171875,0.5,0.5,"+"
?,0.69444,0.52951375,0.5,0.5,"+"
0.72222,0.763885,0.570986666667,0.72222,0.5,"+"
?,0.80556,0.531863529412,0.5,0.5,"+"
?,0.683334,0.541204,0.5,0.43056,"+"
?,0.510183333333,0.520061851852,0.5,0.5,"+"
?,0.479165,0.491829411765,0.5,0.5,"-"
?,0.810186666667,0.546296666667,0.5,0.43056,"+"
?,0.597223333333,0.5215285,0.58333,0.5,"+"
?,0.29167,0.486112142857,0.5,0.44444,"+"
?,0.6770825,0.552287058824,0.5,0.5,"+"
?,0.712963333333,0.539141818182,0.5,0.5,"+"
?,0.680556666667,0.520062222222,0.5,0.5,"+"
?,0.768516666667,0.55921,0.5,0.5,"+"
?,0.68254,0.539174102564,0.5,0.5,"+"
?,?,0.509921428571,0.5,0.5,"+"
?,0.376385,0.518518095238,0.5,0.5,"+"
?,0.6979175,0.5361116,0.5,0.5,"+"
?,0.81944,0.531944,0.5,0.5,"+"
?,0.685183333333,0.531432631579,0.5,0.5,"+"
?,0.81944,0.526961176471,0.5,0.5,"+"
?,0.554011111111,0.514244615385,0.5,0.5,"+"
?,0.814816666667,0.544753333333,0.52778,0.5,"+"
?,0.6423625,0.52844,0.55556,0.5,"+"
0.77778,0.502778,0.497807105263,0.77778,0.5,"+"
0.875,0.708335,0.548611,0.875,0.5,"+"
0.72222,0.70139,0.528472,0.72222,0.5,"+"
0.75,0.520835,0.510416666667,0.75,0.5,"+"
0.80556,0.597221428571,0.518115869565,0.80556,0.5,"+"
0.81944,0.90278,0.536111333333,0.81944,0.5,"+"
?,0.699073333333,0.54166625,0.5,0.5,"+"
?,0.597223333333,0.520102105263,0.5,0.5,"+"
0.81944,0.5416675,0.5190975,0.81944,0.5,"+"
?,0.770835,0.533730952381,0.52778,0.5,"+"
?,0.75,0.564814444444,0.5,0.43056,"+"
?,0.68056,0.531747142857,0.5,0.5,"+"
0.26389,0.23611,0.477272727273,0.5,0.26389,"-"
0.79167,0.685183333333,0.5244448,0.79167,0.5,"+"
0.65278,0.618056666667,0.563131818182,0.65278,0.5,"+"
?,0.63889,0.515046666667,0.56944,0.5,"+"
0.76389,0.597223333333,0.508680416667,0.76389,0.5,"+"
0.72222,?,0.503917435897,0.72222,0.5,"+"
?,0.689816666667,0.553030909091,0.5,0.5,"+"
0.75,0.34722,0.491401904762,0.75,0.5,"+"
?,0.524998,0.50868,0.5,0.44444,"-"
?,0.5034725,0.501984285714,0.5,0.5,"+"
?,0.34722,0.498015714286,0.5,0.48611,"+"
?,0.755556,0.565789473684,0.59722,0.5,"+"
0.79167,0.565105,0.52122,0.79167,0.5,"+"
?,0.59375,0.5208335,0.51389,0.5,"+"
?,0.828703333333,0.560185,0.5,0.5,"+"
0.75,0.79167,0.523662962963,0.75,0.5,"+"
0.68056,0.694446666667,0.522634074074,0.68056,0.5,"+"
0.80556,0.731483333333,0.550595714286,0.80556,0.5,"+"
?,0.555555,0.512345555556,0.5,0.5,"+"
0.70833,0.58796,0.516460740741,0.70833,0.5,"+"
0.61111,0.83333,0.54513875,0.61111,0.5,"+"
0.72222,0.388886666667,0.444444285714,0.72222,0.5,"+"
0.83333,0.481483333333,0.502645714286,0.83333,0.5,"+"
?,0.61111,0.516667,0.59722,0.5,"+"
0.88889,0.645835,0.528704,0.88889,0.5,"+"
?,0.38889,0.486111111111,0.5,0.5,"+"
0.76389,0.4138875,0.503787727273,0.76389,0.5,"+"
?,0.666665,0.54861,0.5,0.5,"+"
0.73611,0.81944,0.524509411765,0.73611,0.5,"+"
0.61111,0.61111,0.533625789474,0.61111,0.5,"+"
?,0.647915,0.486771904762,0.5,0.5,"-"
?,0.60185,0.52963,0.5,0.5,"+"
0.83333,0.875,0.534464444444,0.83333,0.5,"+"
?,0.6736125,0.53125,0.5,0.5,"+"
0.69444,0.458333333333,0.505556,0.69444,0.5,"+"
?,0.72222,0.52199,0.5,0.5,"+"
0.70833,0.55903,0.51302125,0.70833,0.5,"+"
0.83333,0.666663333333,0.528985652174,0.83333,0.5,"+"
?,0.19444,0.486842105263,0.5,0.5,"+"
0.97222,0.65278,0.515278,0.97222,0.5,"+"
0.75,0.550926666667,0.519445,0.75,0.5,"+"
?,0.79167,0.538889,0.58333,0.5,"+"
0.69444,0.45139,0.493055833333,0.69444,0.5,"+"
?,0.465275,0.505290952381,0.5,0.5,"+"
?,?,0.5034725,0.5,0.47222,"+"
?,0.70139,0.531481333333,0.5,0.5,"+"
0.88889,0.805555,0.576753684211,0.88889,0.5,"+"
?,0.729165,0.541667272727,0.55556,0.5,"-"
?,0.62153,0.545139166667,0.55556,0.5,"+"
0.88889,0.520835,0.505556,0.88889,0.5,"+"
0.80556,0.5,0.504986153846,0.80556,0.5,"+"
0.63889,0.66667,0.510100909091,0.63889,0.5,"+"
0.68056,0.66667,0.536112,0.68056,0.5,"+"
0.94444,0.819445,0.58507,0.94444,0.5,"+"
0.86111,0.6527775,0.541666842105,0.86111,0.5,"+"
?,0.63889,0.51929,0.51389,0.5,"+"
0.83333,0.791665,0.536764117647,0.83333,0.5,"+"
?,0.662036666667,0.529321111111,0.5,0.5,"+"
?,?,0.502525909091,0.5,0.5,"+"
?,0.555555,0.516667,0.5,0.5,"+"
?,0.583333333333,0.529003235294,0.5,0.5,"+"
?,0.67361,0.543300588235,0.51389,0.5,"+"
0.61111,0.622222,0.518904166667,0.61111,0.51389,"+"
0.76389,0.444445,0.477779,0.76389,0.5,"+"
?,0.618055,0.532407777778,0.5,0.45833,"+"
?,0.712963333333,0.524038076923,0.5,0.5,"+"
?,0.5,0.505117368421,0.5,0.5,"+"
0.30556,0.52083,0.507715555556,0.5,0.30556,"+"
?,0.566666,0.519323043478,0.5,0.5,"+"
?,0.694445,0.519157586207,0.5,0.48611,"+"
0.76389,0.455558,0.4902785,0.76389,0.5,"+"
?,0.7604175,0.552778,0.5,0.5,"+"
0.69444,0.94444,0.516339411765,0.69444,0.5,"+"
?,?,0.503968571429,0.5,0.5,"+"
?,?,0.50926,0.5,0.5,"+"
0.68056,?,0.497863846154,0.68056,0.5,"+"
?,0.73611,0.517974117647,0.5,0.5,"+"
0.75,0.814816666667,0.532793888889,0.75,0.5,"+"
0.86111,0.7881975,0.602274545455,0.86111,0.5,"+"
?,0.592593333333,0.5066668,0.55556,0.5,"+"
?,0.464284285714,0.5,0.5,0.5,"+"
0.84722,0.666665,0.550725217391,0.84722,0.5,"+"
0.72222,0.677085,0.5344448,0.72222,0.5,"+"
0.77778,0.694443333333,0.533475897436,0.77778,0.5,"+"
?,0.60648,0.521296,0.51389,0.5,"+"
0.77778,0.725,0.5625,0.77778,0.5,"+"
?,?,0.498264375,0.45833,0.44444,"-"
?,0.68056,0.509804117647,0.5,0.5,"+"
0.73611,0.791665,0.532407333333,0.73611,0.5,"+"
?,0.805555,0.553030454545,0.52778,0.5,"+"
0.77778,0.54861,0.501262727273,0.77778,0.5,"+"
0.66667,0.578706666667,0.508546923077,0.66667,0.5,"+"
?,0.38889,0.491453076923,0.5,0.43056,"+"
?,0.648146666667,0.534225714286,0.5,0.5,"+"
0.72222,0.460648333333,0.499008095238,0.72222,0.5,"+"
?,0.4809,0.503935333333,0.52778,0.51389,"+"
0.72222,0.518516666667,0.503675882353,0.72222,0.5,"+"
?,0.649305,0.52298862069,0.5,0.44444,"-"
0.875,0.76852,0.553104705882,0.875,0.5,"+"
?,0.712963333333,0.5238892,0.59722,0.5,"+"
0.73611,0.34375,0.484477058824,0.73611,0.5,"+"
?,0.509721666667,0.514297352941,0.5,0.5,"+"
?,0.78125,0.550120869565,0.5,0.5,"+"
0.76389,0.77778,0.554293636364,0.76389,0.5,"+"
0.84722,0.643516666667,0.51748962963,0.84722,0.5,"+"
0.81944,?,0.5065109375,0.81944,0.5,"+"
?,0.501234444444,0.48578047619,0.5,0.44444,"+"
0.86111,0.5972225,0.53125,0.86111,0.5,"+"
?,0.88889,0.527777692308,0.55556,0.5,"+"
?,?,0.5,0.5,0.5,"+"
?,0.694446,0.546297142857,0.5,0.5,"+"
?,0.787036666667,0.535714642857,0.5,0.5,"+"
?,0.4375,0.488248461538,0.52778,0.5,"+"
?,0.327775,0.503967857143,0.5,0.5,"+"
?,0.6416675,0.509680606061,0.58333,0.5,"+"
?,0.76389,0.538195,0.5,0.5,"+"
0.88889,0.73264,0.578373571429,0.88889,0.5,"+"
0.38889,0.73611,0.5288888,0.5,0.38889,"+"
0.625,0.729165,0.526315789474,0.625,0.5,"+"
?,0.5868075,0.516908695652,0.55556,0.45833,"+"
0.26389,0.645835,0.55,0.5,0.26389,"-"
0.70833,0.75,0.509722,0.70833,0.5,"+"
?,0.525,0.502380857143,0.58333,0.5,"+"
0.65278,0.537036666667,0.511438235294,0.65278,0.5,"+"
0.77778,0.615743333333,0.52355173913,0.77778,0.5,"+"
?,0.5,0.499008571429,0.5,0.5,"+"
?,0.71528,0.523393157895,0.5,0.5,"+"
?,0.5,0.501067692308,0.5,0.5,"+"
?,0.53889,0.5354165,0.54167,0.5,"+"
?,0.4826375,0.493923125,0.54167,0.5,"+"
?,0.66667,0.527778333333,0.5,0.5,"+"
0.72222,0.546296666667,0.503367272727,0.72222,0.5,"+"
0.72222,0.756945,0.522222285714,0.72222,0.5,"+"
?,0.88889,0.54861125,0.5,0.5,"+"
0.38889,0.75926,0.554824736842,0.5,0.38889,"+"
0.86111,0.75926,0.592593333333,0.86111,0.5,"+"
0.65278,0.662036666667,0.514985789474,0.65278,0.5,"-"
?,0.29167,0.498398076923,0.5,0.5,"+"
?,0.534725,0.506945,0.5,0.5,"+"
?,0.60648,0.529039090909,0.5,0.44444,"+"
?,0.66667,0.509503157895,0.5,0.44444,"+"
?,0.462963333333,0.490741111111,0.5,0.5,"+"
?,0.796296666667,0.588889,0.5,0.5,"+"
0.72222,0.611111666667,0.541667307692,0.72222,0.5,"+"
?,0.622685,0.532142571429,0.55556,0.5,"+"
0.70833,0.69444,0.508230740741,0.70833,0.5,"+"
?,0.73611,0.527778181818,0.5,0.5,"+"
0.77778,0.569442857143,0.537036666667,0.77778,0.5,"+"
0.86111,0.472225,0.503858333333,0.86111,0.5,"+"
0.77778,0.63889,0.50173625,0.77778,0.5,"+"
?,?,0.4972225,0.5,0.48611,"+"
?,0.65972,0.514422692308,0.55556,0.5,"+"
0.33333,0.3402775,0.482870666667,0.5,0.33333,"+"
0.36111,0.564813333333,0.517592666667,0.5,0.36111,"+"
?,0.45139,0.490741111111,0.5,0.5,"+"
?,0.675926666667,0.526786071429,0.59722,0.5,"+"
?,0.64815,0.525862413793,0.51389,0.5,"+"
0.80556,0.52315,0.512820769231,0.80556,0.5,"+"
?,0.6597225,0.5370375,0.52778,0.5,"+"
0.83333,0.72222,0.519608235294,0.83333,0.5,"+"
?,0.572915,0.509773703704,0.5,0.5,"+"
?,0.604165,0.522436153846,0.5,0.5,"+"
?,0.80556,0.53993125,0.55556,0.5,"+"
?,0.305555,0.489942413793,0.52778,0.5,"-"
0.84722,0.82639,0.57986125,0.84722,0.5,"+"
0.77778,0.796296666667,0.5430555,0.77778,0.5,"+"
?,0.625,0.513888823529,0.5,0.48611,"-"
?,0.566551666667,0.521842258065,0.55556,0.5,"+"
0.73611,0.625,0.514423461538,0.73611,0.5,"+"
?,0.791665,0.5288888,0.55556,0.5,"+"
?,0.54861,0.508169411765,0.5,0.44444,"+"
0.81944,0.7013875,0.603394444444,0.81944,0.5,"+"
0.29167,0.56111,0.528846153846,0.5,0.29167,"+"
0.68056,0.580558,0.518004814815,0.68056,0.5,"+"
?,0.36574,0.476307058824,0.5,0.5,"+"
?,0.305555,0.49215,0.58333,0.5,"+"
?,0.61111,0.529671363636,0.55556,0.5,"+"
?,0.462963333333,0.507246086957,0.5,0.48611,"+"
?,0.65278,0.526389,0.5,0.5,"+"
?,0.6597225,0.550595714286,0.5,0.5,"+"
0.81944,0.587963333333,0.514660555556,0.81944,0.5,"+"
0.86111,0.59028,0.508041052632,0.86111,0.5,"+"
0.72222,0.68889,0.542162142857,0.72222,0.5,"+"
0.72222,0.53472,0.509502631579,0.72222,0.5,"+"
0.65278,0.83333,0.530983076923,0.65278,0.5,"+"
?,0.444443333333,0.4883332,0.5,0.5,"+"
0.83333,0.648146666667,0.571758333333,0.83333,0.5,"+"
0.875,0.641203333333,0.540204736842,0.875,0.5,"+"
?,0.560186666667,0.508102083333,0.5,0.5,"+"
?,0.506945,0.498612,0.5,0.5,"+"
0.77778,0.657406666667,0.529321111111,0.77778,0.5,"+"
?,0.59028,0.507616774194,0.5,0.5,"+"
?,0.72222,0.539682857143,0.5,0.48611,"+"
?,0.467593333333,0.4972225,0.5,0.43056,"-"
?,0.645835,0.517747222222,0.52778,0.5,"+"
